texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:174:53:174:53: e304 unexpected parameter number
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1693:30:1693:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1693:32:1693:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1693:33:1693:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1693:34:1693:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1693:35:1693:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1693:60:1693:60: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1693:61:1693:61: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1693:62:1693:62: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1693:66:1693:80: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1693:83:1693:83: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1693:86:1693:86: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1693:87:1693:87: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1693:91:1693:91: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1694:1:1694:95: s103 line too long
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1694:28:1694:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1694:29:1694:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1694:30:1694:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1694:32:1694:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1694:33:1694:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1694:34:1694:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1694:35:1694:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1694:60:1694:60: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1694:61:1694:61: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1694:62:1694:62: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1694:66:1694:80: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1694:83:1694:83: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1694:86:1694:86: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1694:87:1694:87: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1694:91:1694:91: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1696:29:1696:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1696:30:1696:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1696:31:1696:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1696:33:1696:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1696:34:1696:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1696:35:1696:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1696:36:1696:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1696:54:1696:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1696:55:1696:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1696:56:1696:56: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1696:60:1696:60: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1697:29:1697:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1697:30:1697:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1697:31:1697:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1697:33:1697:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1697:34:1697:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1697:35:1697:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1697:36:1697:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1697:54:1697:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1697:56:1697:56: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1697:57:1697:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1697:61:1697:61: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1698:29:1698:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1698:30:1698:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1698:31:1698:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1698:33:1698:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1698:34:1698:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1698:35:1698:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1698:36:1698:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1698:54:1698:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1698:57:1698:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1698:58:1698:58: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1698:62:1698:62: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1699:29:1699:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1699:30:1699:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1699:31:1699:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1699:33:1699:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1699:34:1699:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1699:35:1699:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1699:36:1699:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1699:54:1699:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1699:57:1699:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1699:58:1699:58: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1699:62:1699:62: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1701:31:1701:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1701:32:1701:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1701:33:1701:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1701:34:1701:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1701:35:1701:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1701:54:1701:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1701:55:1701:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1701:56:1701:56: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1702:31:1702:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1702:32:1702:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1702:33:1702:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1702:34:1702:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1702:35:1702:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1702:54:1702:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1702:56:1702:56: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1702:57:1702:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1703:31:1703:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1703:32:1703:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1703:33:1703:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1703:34:1703:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1703:35:1703:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1703:54:1703:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1703:57:1703:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1703:58:1703:58: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1704:31:1704:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1704:32:1704:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1704:33:1704:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1704:34:1704:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1704:35:1704:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1704:54:1704:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1704:57:1704:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1704:58:1704:58: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1706:28:1706:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1706:29:1706:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1706:30:1706:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1706:31:1706:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1706:32:1706:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1706:48:1706:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1706:49:1706:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1706:50:1706:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1707:28:1707:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1707:29:1707:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1707:30:1707:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1707:31:1707:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1707:32:1707:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1707:48:1707:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1707:50:1707:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1707:51:1707:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1708:28:1708:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1708:29:1708:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1708:30:1708:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1708:31:1708:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1708:32:1708:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1708:48:1708:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1708:51:1708:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1708:52:1708:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1709:28:1709:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1709:29:1709:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1709:30:1709:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1709:31:1709:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1709:32:1709:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1709:48:1709:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1709:51:1709:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1709:52:1709:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1711:29:1711:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1711:30:1711:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1711:31:1711:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1711:32:1711:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1711:33:1711:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1711:50:1711:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1711:51:1711:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1711:52:1711:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1712:29:1712:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1712:30:1712:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1712:31:1712:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1712:32:1712:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1712:33:1712:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1712:50:1712:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1712:52:1712:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1712:53:1712:53: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1713:29:1713:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1713:30:1713:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1713:31:1713:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1713:32:1713:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1713:33:1713:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1713:50:1713:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1713:53:1713:53: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1713:54:1713:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1714:29:1714:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1714:30:1714:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1714:31:1714:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1714:32:1714:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1714:33:1714:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1714:50:1714:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1714:53:1714:53: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1714:54:1714:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1716:30:1716:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1716:31:1716:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1716:32:1716:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1716:33:1716:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1716:34:1716:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1716:52:1716:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1716:53:1716:53: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1716:54:1716:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1717:30:1717:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1717:31:1717:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1717:32:1717:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1717:33:1717:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1717:34:1717:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1717:52:1717:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1717:54:1717:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1717:55:1717:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1718:30:1718:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1718:31:1718:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1718:32:1718:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1718:33:1718:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1718:34:1718:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1718:52:1718:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1718:55:1718:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1718:56:1718:56: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1719:30:1719:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1719:31:1719:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1719:32:1719:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1719:33:1719:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1719:34:1719:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1719:52:1719:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1719:55:1719:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1719:56:1719:56: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1721:28:1721:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1721:29:1721:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1721:30:1721:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1721:32:1721:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1721:33:1721:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1721:34:1721:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1721:35:1721:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1721:55:1721:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1722:27:1722:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1722:28:1722:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1722:29:1722:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1722:30:1722:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1722:31:1722:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1723:1:1723:108: s103 line too long
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1723:33:1723:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1723:34:1723:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1723:35:1723:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1723:37:1723:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1723:38:1723:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1723:41:1723:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1723:84:1723:102: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1724:27:1724:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1724:28:1724:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1724:29:1724:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1724:31:1724:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1724:32:1724:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1724:33:1724:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1724:34:1724:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1724:35:1724:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1724:36:1724:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1724:37:1724:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1724:38:1724:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1724:39:1724:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1724:40:1724:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1725:4:1725:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1725:25:1725:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1725:29:1725:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1725:33:1725:33: s204 missing stylistic whitespaces
