texmf-dist/tex/latex/codedescribe/codedescribe.sty:1381:9:1381:64: t422 using a variable of an incompatible type
texmf-dist/tex/latex/codedescribe/codedescribe.sty:1:1:1:1: w100 no standard delimiters
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2561:14:2561:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2561:17:2561:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2562:12:2562:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2562:19:2562:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2562:24:2562:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2562:30:2562:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2563:30:2563:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2563:55:2563:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2563:56:2563:56: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2563:61:2563:61: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2563:63:2563:63: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2563:64:2563:64: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2563:69:2563:69: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2563:70:2563:70: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2563:71:2563:71: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2563:72:2563:72: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2563:73:2563:73: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2563:74:2563:74: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2563:80:2563:80: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2565:14:2565:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2565:22:2565:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2565:23:2565:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2565:26:2565:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2565:27:2565:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2565:53:2565:53: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2566:51:2566:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2566:55:2566:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2569:12:2569:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2569:20:2569:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2571:34:2571:58: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2571:59:2571:59: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2571:60:2571:60: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2571:65:2571:65: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2571:67:2571:67: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2571:68:2571:68: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2571:71:2571:71: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2571:72:2571:72: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2571:73:2571:73: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2571:74:2571:74: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2571:75:2571:75: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2571:76:2571:76: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2571:79:2571:79: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2572:10:2572:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2572:17:2572:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2581:24:2581:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2581:35:2581:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2581:36:2581:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2587:59:2587:59: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2587:69:2587:69: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2588:24:2588:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2588:33:2588:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2592:57:2592:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2592:69:2592:69: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2593:20:2593:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2593:29:2593:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2593:30:2593:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2593:31:2593:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2593:46:2593:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2593:47:2593:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2593:48:2593:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2593:65:2593:65: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2596:1:2596:81: s103 line too long
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2596:55:2596:80: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2596:81:2596:81: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2597:69:2597:69: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2605:27:2605:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2605:32:2605:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2608:27:2608:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2608:30:2608:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2608:59:2608:59: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2608:64:2608:64: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2628:50:2628:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2628:58:2628:58: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2629:50:2629:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2629:55:2629:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2629:61:2629:61: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2629:69:2629:69: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2632:25:2632:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2632:37:2632:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2632:38:2632:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2632:39:2632:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2632:40:2632:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2632:41:2632:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2632:45:2632:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2632:46:2632:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2632:47:2632:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2634:21:2634:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2634:22:2634:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2634:42:2634:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2638:51:2638:78: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2638:79:2638:79: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2649:25:2649:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2649:38:2649:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2649:39:2649:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2649:40:2649:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2649:41:2649:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2649:42:2649:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2649:46:2649:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2649:47:2649:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2649:48:2649:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2652:8:2652:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2652:24:2652:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2652:25:2652:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2652:45:2652:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2653:8:2653:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2653:24:2653:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2653:25:2653:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2653:46:2653:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2657:1:2657:130: s103 line too long
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2657:51:2657:78: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2679:1:2679:100: s103 line too long
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2679:25:2679:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2679:62:2679:62: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2679:67:2679:99: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2679:100:2679:100: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2685:37:2685:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2685:38:2685:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2685:39:2685:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2685:40:2685:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2685:41:2685:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2686:37:2686:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2686:38:2686:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2686:39:2686:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2686:40:2686:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2686:41:2686:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2687:12:2687:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2687:15:2687:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2687:16:2687:16: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2687:17:2687:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2687:20:2687:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2696:22:2696:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2705:33:2705:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2705:34:2705:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2705:35:2705:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2705:36:2705:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2705:37:2705:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2706:33:2706:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2706:34:2706:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2706:35:2706:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2706:36:2706:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2706:37:2706:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2707:8:2707:8: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2707:23:2707:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2707:24:2707:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2707:27:2707:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2718:33:2718:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2718:34:2718:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2718:35:2718:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2718:36:2718:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2718:37:2718:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2718:40:2718:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2718:43:2718:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2718:44:2718:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2718:45:2718:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2718:51:2718:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2733:30:2733:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2733:31:2733:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2740:30:2740:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2740:31:2740:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2740:32:2740:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2740:36:2740:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2740:37:2740:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2740:38:2740:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2742:1:2742:97: s103 line too long
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2742:41:2742:64: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2742:65:2742:65: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2742:73:2742:96: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2742:97:2742:97: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2747:31:2747:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2747:32:2747:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2747:33:2747:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2747:37:2747:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2747:38:2747:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2747:40:2747:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2747:42:2747:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2747:43:2747:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2751:35:2751:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2751:39:2751:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2751:40:2751:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2751:43:2751:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2751:44:2751:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2752:9:2752:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2752:40:2752:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2752:44:2752:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2752:46:2752:46: w302 unbraced n-type function call argument
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2752:53:2752:53: w302 unbraced n-type function call argument
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2753:38:2753:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2753:42:2753:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2753:44:2753:45: w302 unbraced n-type function call argument
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2753:52:2753:53: w302 unbraced n-type function call argument
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2761:30:2761:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2761:33:2761:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2761:34:2761:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2761:38:2761:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2761:39:2761:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2761:40:2761:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2777:1:2777:90: s103 line too long
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2786:29:2786:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2786:30:2786:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2786:31:2786:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2786:35:2786:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2786:36:2786:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2786:37:2786:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2799:33:2799:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2799:34:2799:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2799:35:2799:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2799:39:2799:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2799:40:2799:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2799:41:2799:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2802:39:2802:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2802:50:2802:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2802:51:2802:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2803:1:2803:86: s103 line too long
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2803:39:2803:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2803:44:2803:62: w302 unbraced n-type function call argument
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2803:64:2803:86: w302 unbraced n-type function call argument
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2816:33:2816:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2816:34:2816:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2816:35:2816:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2816:39:2816:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2816:40:2816:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2816:41:2816:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2819:39:2819:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2819:50:2819:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2819:51:2819:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2820:1:2820:86: s103 line too long
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2820:39:2820:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2820:44:2820:62: w302 unbraced n-type function call argument
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2820:64:2820:86: w302 unbraced n-type function call argument
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2827:36:2827:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2827:37:2827:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2841:26:2841:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2841:34:2841:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2841:37:2841:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2841:38:2841:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2841:70:2841:70: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2843:31:2843:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2843:39:2843:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2856:1:2856:86: s103 line too long
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2856:55:2856:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2856:58:2856:85: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2856:86:2856:86: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2857:30:2857:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2857:33:2857:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2870:27:2870:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2870:28:2870:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2870:49:2870:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2873:24:2873:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2873:27:2873:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2873:55:2873:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2876:10:2876:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2876:11:2876:11: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2876:12:2876:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2876:13:2876:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2876:14:2876:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2876:18:2876:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2876:21:2876:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2876:22:2876:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2876:23:2876:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2876:26:2876:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2882:26:2882:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2882:35:2882:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2882:38:2882:38: s204 missing stylistic whitespaces
