texmf-dist/tex/latex/nwejm/nwejmart.cls:465:37:465:37: e300 unexpected function call argument
texmf-dist/tex/latex/nwejm/nwejmart.cls:467:59:467:59: e300 unexpected function call argument
texmf-dist/tex/latex/nwejm/nwejmart.cls:24:1:24:13: w101 unexpected delimiters
texmf-dist/tex/latex/nwejm/nwejmart.cls:150:31:150:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:150:38:150:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:151:2:151:2: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:152:1:152:85: s103 line too long
texmf-dist/tex/latex/nwejm/nwejmart.cls:152:32:152:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:152:33:152:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:152:70:152:70: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:152:71:152:71: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:152:72:152:72: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:152:73:152:73: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:152:85:152:85: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:153:30:153:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:153:31:153:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:153:42:153:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:154:39:154:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:154:40:154:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:154:57:154:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:156:28:156:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:156:29:156:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:156:37:156:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:156:38:156:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:157:17:157:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:157:25:157:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:157:26:157:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:158:17:158:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:158:26:158:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:158:27:158:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:159:17:159:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:159:19:159:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:160:26:160:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:160:27:160:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:160:35:160:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:160:36:160:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:161:17:161:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:161:27:161:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:161:28:161:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:162:17:162:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:162:25:162:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:162:26:162:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:163:17:163:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:163:23:163:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:163:24:163:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:164:17:164:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:164:26:164:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:164:27:164:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:165:17:165:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:165:26:165:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:165:27:165:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:166:17:166:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:166:25:166:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:166:26:166:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:167:17:167:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:167:23:167:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:167:24:167:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:168:27:168:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:168:28:168:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:168:36:168:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:168:37:168:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:169:17:169:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:169:22:169:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:170:17:170:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:170:25:170:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:171:40:171:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:171:41:171:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:171:49:171:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:172:17:172:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:172:23:172:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:173:17:173:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:173:25:173:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:174:17:174:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:174:29:174:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:174:30:174:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:175:17:175:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:175:25:175:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:176:17:176:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:176:25:176:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:176:26:176:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:177:17:177:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:177:22:177:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:177:23:177:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:178:17:178:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:178:25:178:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:178:26:178:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:179:17:179:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:179:25:179:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:180:17:180:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:180:27:180:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:181:17:181:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:181:25:181:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:182:17:182:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:182:24:182:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:182:25:182:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:184:17:184:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:184:21:184:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:184:22:184:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:185:48:185:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:185:49:185:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:185:58:185:58: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:185:59:185:59: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:186:29:186:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:186:30:186:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:186:39:186:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:186:40:186:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:187:24:187:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:187:25:187:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:187:33:187:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:187:34:187:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:188:17:188:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:188:24:188:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:189:17:189:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:189:25:189:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:189:26:189:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:190:43:190:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:190:44:190:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:190:52:190:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:190:53:190:53: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:191:1:191:96: s103 line too long
texmf-dist/tex/latex/nwejm/nwejmart.cls:191:29:191:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:191:96:191:96: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:192:43:192:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:192:44:192:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:192:52:192:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:192:53:192:53: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:193:12:193:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:193:32:193:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:193:33:193:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:193:34:193:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:194:15:194:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:194:55:194:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:194:56:194:56: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:195:2:195:2: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:196:21:196:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:196:22:196:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:196:28:196:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:197:26:197:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:197:27:197:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:197:35:197:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:197:36:197:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:198:24:198:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:198:25:198:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:198:35:198:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:198:36:198:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:199:17:199:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:199:25:199:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:199:26:199:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:201:19:201:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:201:34:201:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:202:18:202:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:202:31:202:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:210:43:210:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:210:48:210:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:211:42:211:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:211:50:211:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:212:42:212:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:212:50:212:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:213:40:213:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:213:46:213:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:214:44:214:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:214:45:214:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:215:52:215:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:215:58:215:58: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:216:1:216:89: s103 line too long
texmf-dist/tex/latex/nwejm/nwejmart.cls:216:53:216:88: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:216:89:216:89: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:217:55:217:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:218:1:218:81: s103 line too long
texmf-dist/tex/latex/nwejm/nwejmart.cls:220:1:220:81: s103 line too long
texmf-dist/tex/latex/nwejm/nwejmart.cls:220:36:220:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:222:51:222:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:222:77:222:77: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:223:14:223:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:223:47:223:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:223:48:223:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:223:49:223:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:223:52:223:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:223:53:223:53: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:223:54:223:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:223:68:223:68: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:224:47:224:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:224:50:224:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:224:51:224:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:226:26:226:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:226:32:226:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:226:33:226:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:226:48:226:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:226:50:226:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:229:41:229:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:229:44:229:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:230:50:230:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:230:55:230:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:231:57:231:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:231:64:231:64: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:232:1:232:113: s103 line too long
texmf-dist/tex/latex/nwejm/nwejmart.cls:232:50:232:67: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:232:68:232:108: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:232:109:232:109: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:232:113:232:113: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:233:1:233:84: s103 line too long
texmf-dist/tex/latex/nwejm/nwejmart.cls:233:50:233:83: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:233:84:233:84: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:234:1:234:89: s103 line too long
texmf-dist/tex/latex/nwejm/nwejmart.cls:234:58:234:84: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:234:85:234:85: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:234:89:234:89: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:235:42:235:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:235:79:235:79: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:236:63:236:63: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:236:68:236:68: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:236:69:236:69: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:243:45:243:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:243:50:243:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:244:52:244:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:244:60:244:60: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:253:49:253:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:254:49:254:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:262:47:262:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:272:48:272:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:284:56:284:56: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:285:57:285:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:286:47:286:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:292:61:292:61: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:296:1:296:89: s103 line too long
texmf-dist/tex/latex/nwejm/nwejmart.cls:297:1:297:87: s103 line too long
texmf-dist/tex/latex/nwejm/nwejmart.cls:298:1:298:90: s103 line too long
texmf-dist/tex/latex/nwejm/nwejmart.cls:301:64:301:64: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:304:42:304:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:305:15:305:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:305:16:305:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:305:42:305:67: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:305:68:305:68: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:306:14:306:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:306:39:306:39: s204 missing stylistic whitespaces
