texmf-dist/tex/latex/panda/BusyPanda.sty:29:19:29:39: s412 malformed function name
texmf-dist/tex/latex/panda/BusyPanda.sty:111:26:111:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:112:10:112:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:112:23:112:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:112:24:112:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:112:25:112:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:112:32:112:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:113:10:113:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:113:28:113:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:113:29:113:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:113:30:113:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:113:37:113:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:114:10:114:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:114:24:114:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:114:25:114:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:114:26:114:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:114:33:114:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:115:10:115:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:115:15:115:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:115:16:115:16: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:115:17:115:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:115:23:115:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:116:10:116:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:116:16:116:16: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:116:17:116:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:116:18:116:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:116:25:116:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:117:10:117:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:117:16:117:16: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:117:17:117:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:117:18:117:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:117:25:117:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:118:10:118:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:118:17:118:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:118:18:118:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:118:19:118:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:118:26:118:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:119:10:119:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:119:22:119:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:119:23:119:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:119:24:119:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:119:31:119:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:120:10:120:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:120:13:120:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:120:14:120:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:120:15:120:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:120:22:120:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:121:10:121:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:121:13:121:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:121:14:121:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:121:15:121:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:121:22:121:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:122:10:122:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:122:14:122:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:122:15:122:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:122:16:122:16: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:122:23:122:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:123:10:123:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:123:15:123:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:123:16:123:16: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:123:17:123:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:123:24:123:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:124:10:124:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:124:15:124:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:124:16:124:16: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:124:17:124:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:124:24:124:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:125:10:125:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:125:15:125:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:125:16:125:16: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:125:17:125:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:125:23:125:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:126:10:126:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:126:14:126:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:126:15:126:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:126:16:126:16: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:126:23:126:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:127:10:127:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:127:16:127:16: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:127:17:127:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:127:18:127:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:127:25:127:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:128:10:128:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:128:17:128:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:128:18:128:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:128:19:128:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:128:26:128:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:129:10:129:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:129:17:129:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:129:18:129:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:129:19:129:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:129:26:129:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:130:10:130:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:130:18:130:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:130:19:130:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:130:20:130:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:130:27:130:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:131:10:131:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:131:18:131:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:131:19:131:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:131:20:131:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:131:27:131:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:132:10:132:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:132:18:132:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:132:19:132:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:132:20:132:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:132:27:132:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:133:10:133:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:133:23:133:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:133:24:133:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:133:25:133:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:133:31:133:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:134:10:134:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:134:23:134:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:134:24:134:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:134:25:134:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:134:32:134:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:135:10:135:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:135:28:135:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:135:29:135:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:135:30:135:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:135:37:135:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:136:10:136:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:136:36:136:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:136:37:136:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:136:38:136:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:136:46:136:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:137:10:137:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:137:33:137:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:137:34:137:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:137:35:137:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:137:42:137:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:138:10:138:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:138:29:138:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:138:30:138:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:138:31:138:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:138:38:138:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:139:10:139:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:139:13:139:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:139:14:139:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:139:15:139:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:139:22:139:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:140:10:140:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:140:14:140:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:140:15:140:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:140:16:140:16: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:140:22:140:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:141:10:141:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:141:14:141:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:141:15:141:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:141:16:141:16: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:141:23:141:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:142:10:142:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:142:15:142:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:142:16:142:16: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:142:17:142:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:142:24:142:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:143:10:143:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:143:21:143:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:143:22:143:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:143:23:143:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:143:30:143:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:144:10:144:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:144:23:144:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:144:24:144:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:144:25:144:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:144:32:144:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:145:10:145:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:145:27:145:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:145:28:145:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:145:29:145:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:145:36:145:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:146:10:146:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:146:23:146:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:146:24:146:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:146:25:146:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:146:32:146:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:147:10:147:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:147:17:147:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:147:18:147:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:147:19:147:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:147:26:147:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:148:10:148:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:148:17:148:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:148:18:148:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:148:19:148:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:148:26:148:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:149:10:149:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:149:21:149:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:149:22:149:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:149:23:149:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:149:30:149:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:150:10:150:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:150:22:150:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:150:23:150:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:150:24:150:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:150:31:150:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:151:10:151:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:151:19:151:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:151:20:151:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:151:21:151:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:151:28:151:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:152:10:152:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:152:19:152:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:152:20:152:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:152:21:152:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:152:28:152:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:153:10:153:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:153:13:153:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:153:14:153:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:153:15:153:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:153:22:153:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:154:10:154:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:154:13:154:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:154:14:154:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:154:15:154:15: s204 missing stylistic whitespaces
